Device, URL, RAM, CPU, Display Resolution, Instruction Set, OpenGL ES 2.0, Vector Floating Point
Sony Ericsson Xperia mini pro SK17 / SK17i (SE Mango), http://pdadb.net/index.php?m=specs&id=2843&view=1, 512, 1000, 320x480, ARMv7, Yes,
Lenovo ThinkPad Tablet WiFi 16GB, http://pdadb.net/index.php?m=specs&id=3026&view=1, 1024, 1000, 1280x800, ARMv7-A, Yes,
Samsung SGH-i997R Galaxy S Infuse 4G, http://pdadb.net/index.php?m=specs&id=3731&view=1, 512, 1200, 480x800, ARMv7,, Yes
Alcatel One Touch OT-908, http://pdadb.net/index.php?m=specs&id=2880&view=1, 512, 600, 240x320, ARMv6, Yes,
Sony Ericsson Xperia active ST17 / ST17i, http://pdadb.net/index.php?m=specs&id=2964&view=1, 512, 1000, 320x480, ARMv7, Yes,
LG C660 Optimus Pro, http://pdadb.net/index.php?m=specs&id=3003&view=1, 256, 800, 240x320, ARMv6, Yes,
LG P690 Optimus Net (LG Gelato), http://pdadb.net/index.php?m=specs&id=3021&view=1, 512, 800, 320x480, ARMv6, Yes,
Motorola MOTO MT870, http://pdadb.net/index.php?m=specs&id=2918&view=1, 1024, 1000, 540x960, ARMv7-A, Yes,
Asus Eee Pad Transformer TF101G 32GB, http://pdadb.net/index.php?m=specs&id=3001&view=1, 1024, 1000, 1280x800, ARMv7-A, Yes,
KDDI iida INFOBAR A01, http://pdadb.net/index.php?m=specs&id=2884&view=1,, 1400, 540x960, ARMv7, Yes,
Samsung GT-P7300 Galaxy Tab 8.9 16GB / Galaxy Tab 730, http://pdadb.net/index.php?m=specs&id=3797&view=1, 1024, 1000, 1280x800, ARMv7-A, Yes,
Dell Streak 10 Pro WiFi 16GB, http://pdadb.net/index.php?m=specs&id=2852&view=1, 1024, 1000, 1280x800, ARMv7-A, Yes,
Motorola PHOTON 4G MB855, http://pdadb.net/index.php?m=specs&id=2932&view=1, 1024, 1000, 540x960, ARMv7-A, Yes,
Verizon Samsung SCH-i905 Galaxy Tab 10.1 4G 32GB, http://pdadb.net/index.php?m=specs&id=2930&view=1, 1024, 1000, 1280x800, ARMv7-A, Yes,
T-Mobile myTouch 4G Slide (HTC Doubleshot), http://pdadb.net/index.php?m=specs&id=2886&view=1, 768, 1200, 480x800, ARMv7,,
Verizon HTC Droid Incredible 2 ADR6350, http://pdadb.net/index.php?m=specs&id=2819&view=1, 768, 1000, 480x800, ARMv7, Yes,
Huawei Sonic (Huawei U8650), http://pdadb.net/index.php?m=specs&id=2980&view=1, 256, 600, 320x480, ARMv6, Yes,
HTC Weike C510E, http://pdadb.net/index.php?m=specs&id=3036&view=1, 512, 600, 320x480, ARMv6, Yes,
Motorola SPICE Key XT316, http://pdadb.net/index.php?m=specs&id=2688&view=1, 256, 600, 240x320, ARMv6, Yes,
Motorola Titanium, http://pdadb.net/index.php?m=specs&id=3342&view=1, 256, 504, 320x480, ARMv6,, Yes
Samsung GT-i9020A Nexus S (Samsung Soju), http://pdadb.net/index.php?m=specs&id=3690&view=1, 512, 1000, 480x800, ARMv7,, Yes
Motorola Triumph WX435, http://pdadb.net/index.php?m=specs&id=2975&view=1, 512, 1000, 480x800, ARMv7, Yes,
T-Mobile HTC Wildfire S (HTC Marvel), http://pdadb.net/index.php?m=specs&id=2885&view=1, 512, 800, 320x480, ARMv6, Yes,
HTC Status, http://pdadb.net/index.php?m=specs&id=2954&view=1, 512, 800, 480x320, ARMv6, Yes,
Samsung GT-P7300 Galaxy Tab 8.9 32GB / Galaxy Tab 730, http://pdadb.net/index.php?m=specs&id=2831&view=1, 1024, 1000, 1280x800, ARMv7-A, Yes,
Vizio Via Tablet VTAB1008, http://pdadb.net/index.php?m=specs&id=2994&view=1, 512, 1000, 1024x768, , ,
Alcatel One Touch OT-906, http://pdadb.net/index.php?m=specs&id=2879&view=1, 256, 500, 240x320, ARMv6,,
HTC EVO 3D X515 (HTC Shooter), http://pdadb.net/index.php?m=specs&id=2828&view=1, 1024, 1200, 540x960, ARMv7,,
Motorola Milestone 3 XT883, http://pdadb.net/index.php?m=specs&id=2956&view=1, 1024, 1000, 540x960, ARMv7,,
Huawei M835, http://pdadb.net/index.php?m=specs&id=2989&view=1, 256, 528, 240x320, ARMv6,,
Acer Iconia Tab A501 32GB, http://pdadb.net/index.php?m=specs&id=2808&view=1, 1024, 1000, 1280x800, ARMv7-A, Yes,
Motorola Atrix ME860 / MB861 (Motorola Olympus), http://pdadb.net/index.php?m=specs&id=2889&view=1, 1024, 1000, 540x960, ARMv7-A, Yes,
Motorola DROID3 XT862 / DROID 3 (Motorola Solana), http://pdadb.net/index.php?m=specs&id=2870&view=1, 512, 1000, 540x960, ARMv7,,
Sony Ericsson Xperia Arc LT15a (SE Anzu), http://pdadb.net/index.php?m=specs&id=2717&view=1, 512, 1000, 480x854, ARMv7, Yes,
LG Optimus White Edition, http://pdadb.net/index.php?m=specs&id=3002&view=1, 512, 1000, 480x800, ARMv7, Yes,
ZTE Amigo, http://pdadb.net/index.php?m=specs&id=2798&view=1, 256, 800, 320x480, ARMv6, Yes,
Motorola Kronos, http://pdadb.net/index.php?m=specs&id=2817&view=1,, 1000, 480x854, ARMv7, Yes,
Motorola MOTO XT882, http://pdadb.net/index.php?m=specs&id=2916&view=1, 512, 1200, 540x960, ARMv7-A,,
Ziss Jet Touch Tablet, http://pdadb.net/index.php?m=specs&id=3015&view=1, 512, 1200, 800x480, ARMv7,,
Spice Mi-410, http://pdadb.net/index.php?m=specs&id=2924&view=1, 512, 1000, 480x800, ARMv7, Yes,
Gigabyte GSmart G1315 Skate, http://pdadb.net/index.php?m=specs&id=3154&view=1, 256, 528, 320x480, ARMv6,,
NEC Medias WP N-06C, http://pdadb.net/index.php?m=specs&id=2871&view=1, 512, 1000, 480x854, ARMv7, Yes,
Verizon Samsung Galaxy Tab 7.0 4G, http://pdadb.net/index.php?m=specs&id=2729&view=1,, 1200, 1024x600, ARMv7,, Yes
ViewSonic ViewPad 4, http://pdadb.net/index.php?m=specs&id=2743&view=1, 512, 1000, 480x800, ARMv7, Yes,
Sony Ericsson Xperia Pro MK16a (SE Iyokan), http://pdadb.net/index.php?m=specs&id=2787&view=1, 512, 1024, 480x854, ARMv7, Yes,
KDDI Xperia acro au IS11S, http://pdadb.net/index.php?m=specs&id=2844&view=1, 512, 1000, 480x854, ARMv7, Yes,
Pantech Vega Racer IM-A760S / IM-A770K / IM-A780L, http://pdadb.net/index.php?m=specs&id=2887&view=1, 1024, 1500, 480x800, ARMv7,,
Samsung GT-P7510 Galaxy Tab 10.1 Wi-Fi 16GB, http://pdadb.net/index.php?m=specs&id=2936&view=1, 1024, 1000, 1280x800, ARMv7-A, Yes,
Samsung GT-P7510 Galaxy Tab 10.1 Wi-Fi 32GB, http://pdadb.net/index.php?m=specs&id=2937&view=1, 1024, 1000, 1280x800, ARMv7-A, Yes,
Huawei Ideos X1 U8180 (Huawei Gaga), http://pdadb.net/index.php?m=specs&id=2940&view=1, 256, 528, 240x320, ARMv6,,
Samsung SHW-M380K Galaxy Tab 10.1 3G 16GB, http://pdadb.net/index.php?m=specs&id=3726&view=1, 1024, 1000, 1280x800, ARMv7-A, Yes,
Samsung SHW-M380K Galaxy Tab 10.1 3G 32GB, http://pdadb.net/index.php?m=specs&id=3727&view=1, 1024, 1000, 1280x800, ARMv7-A, Yes,
Acer Iconia Tab A500 16GB, http://pdadb.net/index.php?m=specs&id=2981&view=1, 1024, 1000, 1280x800, ARMv7-A, Yes,
LG P920 Optimus 3D, http://pdadb.net/index.php?m=specs&id=2791&view=1, 512, 1000, 480x800, ARMv7,,
Sprint HTC EVO View 4G, http://pdadb.net/index.php?m=specs&id=2830&view=1, 1024, 1500, 600x1024, ARMv7, Yes,
Sony Ericsson Xperia Neo MT15 / MT15i (SE Halon), http://pdadb.net/index.php?m=specs&id=2741&view=1, 512, 1000, 480x854, ARMv7, Yes,
Huawei Boulder U8350, http://pdadb.net/index.php?m=specs&id=3058&view=1, 256, 528, 320x240, ARMv6,,
Pantech Crossover P8000, http://pdadb.net/index.php?m=specs&id=3059&view=1,, 600, 320x480, ARMv6, Yes,
Samsung SHW-M380S Galaxy Tab 10.1 3G 32GB, http://pdadb.net/index.php?m=specs&id=3720&view=1, 1024, 1000, 1280x800, ARMv7-A, Yes,
Sprint HTC EVO 3D (HTC Shooter), http://pdadb.net/index.php?m=specs&id=2829&view=1, 1024, 1200, 540x960, ARMv7,,
Samsung SGH-T759 Exhibit 4G, http://pdadb.net/index.php?m=specs&id=2864&view=1, 512, 1000, 480x800, ARMv7,, Yes
Samsung SGH-T589 Gravity SMART / Gravity Touch 2, http://pdadb.net/index.php?m=specs&id=2935&view=1, 384, 600, 320x480, ARMv6, Yes,
SoftBank Sharp Aquos 007SH The Hybrid, http://pdadb.net/index.php?m=specs&id=2923&view=1,,, 480x854, , ,
Sony Ericsson Xperia Pro MK16 / MK16i (SE Iyokan), http://pdadb.net/index.php?m=specs&id=2775&view=1, 512, 1024, 480x854, ARMv7, Yes,
Sony Ericsson W8 Walkman E16 / E16i, http://pdadb.net/index.php?m=specs&id=2850&view=1, 256, 600, 320x480, ARMv6, Yes,
Samsung SHW-M380S Galaxy Tab 10.1 3G 16GB, http://pdadb.net/index.php?m=specs&id=3722&view=1, 1024, 1000, 1280x800, ARMv7-A, Yes,
T-Mobile HTC Sensation 4G (HTC Pyramid), http://pdadb.net/index.php?m=specs&id=2845&view=1, 768, 1200, 540x960, ARMv7,,
Samsung SGH-T499 Dart (Samsung Tass), http://pdadb.net/index.php?m=specs&id=2992&view=1, 384, 600, 240x320, ARMv6, Yes,
T-Mobile Move, http://pdadb.net/index.php?m=specs&id=2995&view=1, 512, 600, 240x320, ARMv6, Yes,
Vodafone 858 Smart (Huawei U8160), http://pdadb.net/index.php?m=specs&id=2874&view=1, 256, 528, 240x320, ARMv6,,
Spice Mi-270, http://pdadb.net/index.php?m=specs&id=2921&view=1,, 416, 240x320, ARMv5TEJ,,
LG P970H Optimus Black, http://pdadb.net/index.php?m=specs&id=3365&view=1, 512, 1000, 480x800, ARMv7, Yes,
ViewSonic ViewPhone 3 V350, http://pdadb.net/index.php?m=specs&id=2799&view=1, 512, 600, 320x480, ARMv6, Yes,
Yarvik TAB310, http://pdadb.net/index.php?m=specs&id=3508&view=1, 256, 800, 800x600, ARMv6,, Yes
Samsung SHW-M250K Galaxy S II, http://pdadb.net/index.php?m=specs&id=3713&view=1, 1024, 1200, 480x800, ARMv7,,
Samsung GT-i9100 Galaxy S II 32GB, http://pdadb.net/index.php?m=specs&id=2778&view=1, 1024, 1200, 480x800, ARMv7,,
Toshiba THRiVE AT100-100 16GB / AT105-T1016, http://pdadb.net/index.php?m=specs&id=2792&view=1, 1024, 1000, 1280x800, ARMv7-A, Yes,
Toshiba THRiVE AT100 32GB / AT105-T1032, http://pdadb.net/index.php?m=specs&id=2927&view=1, 1024, 1000, 1280x800, ARMv7-A, Yes,
HTC ChaCha A810e / ChaChaCha, http://pdadb.net/index.php?m=specs&id=2784&view=1, 512, 800, 480x320, ARMv6, Yes,
BN NOOK Simple Touch WiFi, http://pdadb.net/index.php?m=specs&id=3524&view=1, 256, 800, 600x800, ARMv7, Yes,
NTT DoCoMo Galaxy S II SC-02C, http://pdadb.net/index.php?m=specs&id=2891&view=1, 1024, 1200, 480x800, ARMv7,,
NTT DoCoMo Optimus bright L-07C, http://pdadb.net/index.php?m=specs&id=2892&view=1, 512, 1000, 480x800, ARMv7, Yes,
NTT DoCoMo Xperia acro SO-02C (SE Azusa), http://pdadb.net/index.php?m=specs&id=2847&view=1, 512, 1000, 480x854, ARMv7, Yes,
Optimus Stockholm U8180 (Huawei Gaga), http://pdadb.net/index.php?m=specs&id=2958&view=1, 256, 528, 240x320, ARMv6,,
Motorola XPRT MB612, http://pdadb.net/index.php?m=specs&id=2888&view=1, 512, 1000, 320x480, ARMv7, Yes,
Samsung SCH-R915 Indulge, http://pdadb.net/index.php?m=specs&id=2926&view=1, 512, 1000, 320x480, ARMv7,, Yes
Alcatel One Touch OT-990A, http://pdadb.net/index.php?m=specs&id=3260&view=1, 512, 600, 320x480, ARMv6, Yes,
Panasonic Sweety 003P, http://pdadb.net/index.php?m=specs&id=3458&view=1, 512, 1000, 480x854, ARMv7, Yes,
Hannspree HANNS pad SN-10T1, http://pdadb.net/index.php?m=specs&id=3111&view=1, 512, 1000, 1024x600, ARMv7-A, Yes,
Motorola MOTO MT620, http://pdadb.net/index.php?m=specs&id=2929&view=1, 512, 806, 320x480, ARMv5,,
Sony Ericsson WT18 / WT18i, http://pdadb.net/index.php?m=specs&id=2866&view=1,, 806, 320x480, ARMv5,,
Samsung SHW-M380W Galaxy Tab 10.1 WiFi 32GB, http://pdadb.net/index.php?m=specs&id=3719&view=1, 1024, 1000, 1280x800, ARMv7-A, Yes,
Samsung SHW-M380W Galaxy Tab 10.1 WiFi 16GB, http://pdadb.net/index.php?m=specs&id=3721&view=1, 1024, 1000, 1280x800, ARMv7-A, Yes,
Cincinnati Bell Huawei Ascend X (Huawei U9000), http://pdadb.net/index.php?m=specs&id=2943&view=1, 512, 1000, 480x800, ARMv7, Yes,
LG P970 Optimus Black / Optimus Schwarz, http://pdadb.net/index.php?m=specs&id=2708&view=1, 512, 1000, 480x800, ARMv7, Yes,
Sony Ericsson Xperia PLAY R800x (SE Zeus), http://pdadb.net/index.php?m=specs&id=2777&view=1, 512, 1024, 480x854, ARMv7, Yes,
LG VS910 Revolution 4G, http://pdadb.net/index.php?m=specs&id=2720&view=1, 512, 1000, 480x800, ARMv7, Yes,
HTC Salsa C510e, http://pdadb.net/index.php?m=specs&id=2124&view=1, 512, 600, 320x480, ARMv6, Yes,
Samsung YP-G1CW / YP-G1CB Galaxy S WiFi 4.0 8GB, http://pdadb.net/index.php?m=specs&id=3005&view=1, 512, 1000, 480x800, ARMv7,, Yes
Samsung YP-G1EW / YP-G1EB Galaxy S WiFi 4.0 16GB, http://pdadb.net/index.php?m=specs&id=3009&view=1, 512, 1000, 480x800, ARMv7,, Yes
Samsung GT-P7500 Galaxy Tab 10.1 16GB / Galaxy Tab 750 (Samsung Arnold), http://pdadb.net/index.php?m=specs&id=3795&view=1, 1024, 1000, 1280x800, ARMv7-A, Yes,
Samsung GT-P7500 Galaxy Tab 10.1 32GB (Samsung Arnold), http://pdadb.net/index.php?m=specs&id=3796&view=1, 1024, 1000, 1280x800, ARMv7-A, Yes,
NTT DoCoMo Sharp Aquos SH-12C, http://pdadb.net/index.php?m=specs&id=2867&view=1, 1024, 1400, 540x960, ARMv7, Yes,
Huawei Ideos S7-201u Slim, http://pdadb.net/index.php?m=specs&id=2803&view=1, 512,, 480x800, ARMv7, Yes,
Samsung YP-G70CW / YP-G70CB Galaxy S WiFi 5.0 8GB, http://pdadb.net/index.php?m=specs&id=3004&view=1, 512, 1000, 480x800, ARMv7,, Yes
Samsung YP-G70EW / YP-G70EB Galaxy S WiFi 5.0 16GB, http://pdadb.net/index.php?m=specs&id=3008&view=1, 512, 1000, 480x800, ARMv7,, Yes
Motorola DROID X2 MB870 / X 2 (Motorola Daytona), http://pdadb.net/index.php?m=specs&id=2765&view=1, 512, 1000, 540x960, ARMv7-A, Yes,
HTC Sensation (HTC Pyramid), http://pdadb.net/index.php?m=specs&id=2842&view=1, 768, 1200, 540x960, ARMv7,,
HTC Panache 4G / Emerald (HTC Glacier), http://pdadb.net/index.php?m=specs&id=2893&view=1, 768, 1000, 480x800, ARMv7, Yes,
Rogers LG V905 Optimus Pad, http://pdadb.net/index.php?m=specs&id=2873&view=1, 1024, 1000, 1280x768, ARMv7-A, Yes,
LG V900 Optimus Pad, http://pdadb.net/index.php?m=specs&id=2786&view=1, 1024, 1000, 1280x768, ARMv7-A, Yes,
Samsung SGH-i997 Galaxy S Infuse 4G, http://pdadb.net/index.php?m=specs&id=2709&view=1, 512, 1200, 480x800, ARMv7,, Yes
Alcatel One Touch OT-890D, http://pdadb.net/index.php?m=specs&id=3095&view=1, 256, 416, 240x320, ARMv5TEJ,,
Huawei Ideos X6 (Huawei U9000), http://pdadb.net/index.php?m=specs&id=2736&view=1, 512, 1000, 480x800, ARMv7, Yes,
Ziss Jet Tablet, http://pdadb.net/index.php?m=specs&id=3014&view=1, 512, 800, 800x480, ARMv7-A,,
HTC Incredible S710d, http://pdadb.net/index.php?m=specs&id=3033&view=1, 768, 1000, 480x800, ARMv7, Yes,
HTC Wildfire S A510c (HTC Marvel C), http://pdadb.net/index.php?m=specs&id=3034&view=1, 512, 600, 320x480, ARMv6, Yes,
Samsung GT-P7500 Galaxy Tab 10.1 64GB (Samsung Arnold), http://pdadb.net/index.php?m=specs&id=2806&view=1, 1024, 1000, 1280x800, ARMv7-A, Yes,
Samsung GT-i9001 Galaxy S Plus / Galaxy S 2011 Edition, http://pdadb.net/index.php?m=specs&id=3043&view=1, 512, 1400, 480x800, ARMv7, Yes,
Ainol mini NOVO5 Basic, http://pdadb.net/index.php?m=specs&id=3249&view=1, 256, 600, 800x480, ARMv5,,
HTC Flyer P510E, http://pdadb.net/index.php?m=specs&id=2749&view=1, 1024, 1500, 600x1024, ARMv7, Yes,
HTC Flyer 4G P515E, http://pdadb.net/index.php?m=specs&id=2988&view=1, 1024, 1500, 600x1024, ARMv7, Yes,
Samsung SCH-i510 Droid Charge 4G LTE (Samsung Stealth), http://pdadb.net/index.php?m=specs&id=2737&view=1, 512, 1000, 480x800, ARMv7,, Yes
HTC Merge ADR6325 (HTC Lexikon ), http://pdadb.net/index.php?m=specs&id=2546&view=1, 512, 800, 480x800, ARMv7, Yes,
HTC Wildfire S A510E (HTC Marvel), http://pdadb.net/index.php?m=specs&id=2783&view=1, 512, 600, 320x480, ARMv6, Yes,
T-Mobile LG V909 G-Slate, http://pdadb.net/index.php?m=specs&id=2849&view=1, 1024, 1000, 1280x768, ARMv7-A, Yes,
ViewSonic ViewPad 10s, http://pdadb.net/index.php?m=specs&id=2748&view=1, 512, 1000, 1024x600, ARMv7-A, Yes,
ViewSonic ViewPad 10s 3G, http://pdadb.net/index.php?m=specs&id=2801&view=1, 512, 1000, 1024x600, ARMv7-A, Yes,
Samsung SHW-M250L Galaxy S II, http://pdadb.net/index.php?m=specs&id=3032&view=1, 1024, 1200, 480x800, ARMv7,,
Samsung SPH-D720 Nexus S 4G (Samsung Soju), http://pdadb.net/index.php?m=specs&id=2862&view=1, 512, 1000, 480x800, ARMv7,, Yes
Samsung SPH-M580 Replenish, http://pdadb.net/index.php?m=specs&id=3019&view=1, 512, 600, 240x320, ARMv6, Yes,
Samsung GT-i9100 Galaxy S II 16GB, http://pdadb.net/index.php?m=specs&id=2779&view=1, 1024, 1200, 480x800, ARMv7,,
Acer Iconia Tab A500 32GB, http://pdadb.net/index.php?m=specs&id=2832&view=1, 1024, 1000, 1280x800, ARMv7-A, Yes,
ZTE Light Tab Pro (ZTE V9C), http://pdadb.net/index.php?m=specs&id=2896&view=1, 512, 800, 800x480, ARMv6, Yes,
Acer Iconia Smart S300, http://pdadb.net/index.php?m=specs&id=2766&view=1, 512, 1000, 480x1024, ARMv7, Yes,
Gigabyte GSmart G1317D Rola, http://pdadb.net/index.php?m=specs&id=2970&view=1, 256, 528, 240x400, ARMv6,,
Samsung SHW-M250S Galaxy S II, http://pdadb.net/index.php?m=specs&id=3712&view=1, 1024, 1200, 480x800, ARMv7,,
Samsung GT-S5830I Galaxy Ace, http://pdadb.net/index.php?m=specs&id=3757&view=1,, 832, 320x480, ARMv6, Yes,
HTC Flyer Wi-Fi P512, http://pdadb.net/index.php?m=specs&id=2835&view=1, 1024, 1500, 600x1024, ARMv7, Yes,
Asus Eee Pad Transformer TF101 32GB, http://pdadb.net/index.php?m=specs&id=2906&view=1, 1024, 1000, 1280x800, ARMv7-A, Yes,
Casio GzOne Commando, http://pdadb.net/index.php?m=specs&id=2860&view=1, 512, 800, 480x800, , ,
LG LU6800 Optimus Big, http://pdadb.net/index.php?m=specs&id=2848&view=1,, 1000, 480x800, , ,
Samsung SPH-M820 Galaxy Prevail, http://pdadb.net/index.php?m=specs&id=2836&view=1, 384, 800, 320x480, ARMv6, Yes,
Samsung GT-P7100 Galaxy Tab 10.1v 16GB, http://pdadb.net/index.php?m=specs&id=2895&view=1, 1024, 1000, 1280x800, ARMv7-A, Yes,
KDDI HTC EVO WiMAX ISW11HT, http://pdadb.net/index.php?m=specs&id=2969&view=1, 512, 1000, 480x800, ARMv7, Yes,
Asus Eee Pad Transformer TF101 16GB, http://pdadb.net/index.php?m=specs&id=2900&view=1, 1024, 1000, 1280x800, ARMv7-A, Yes,
T-Mobile P999 G2X (LG Star), http://pdadb.net/index.php?m=specs&id=2827&view=1, 512, 1000, 480x800, ARMv7-A, Yes,
T-Mobile SGH-T839 Sidekick 4G, http://pdadb.net/index.php?m=specs&id=3776&view=1, 512, 1000, 480x800, ARMv7,, Yes
Kyocera Echo M9300, http://pdadb.net/index.php?m=specs&id=2804&view=1, 512, 1000, 800x480 800x480, ARMv7, Yes,
HTC Incredible S710e, http://pdadb.net/index.php?m=specs&id=3028&view=1, 768, 1000, 480x800, ARMv7, Yes,
Huawei U8300, http://pdadb.net/index.php?m=specs&id=2257&view=1, 256, 528, 320x240, ARMv6,,
Motorola XOOM MZ601 / MZ603 / MZ605, http://pdadb.net/index.php?m=specs&id=2789&view=1, 1024, 1000, 1280x800, ARMv7-A, Yes,
Exper Easypad Tablet P10ANG, http://pdadb.net/index.php?m=specs&id=3076&view=1, 512, 1000, 1024x600, ARMv7-A, Yes,
Exper Easypad Tablet P10AN, http://pdadb.net/index.php?m=specs&id=3077&view=1, 512, 1000, 1024x600, ARMv7-A, Yes,
HTC Wildfire A315c (HTC Bee), http://pdadb.net/index.php?m=specs&id=3029&view=1, 384, 528, 240x320, ARMv6,,
Viliv X10 HSPA 32GB, http://pdadb.net/index.php?m=specs&id=2716&view=1, 512, 1000, 1366x768, ARMv7,, Yes
Acer liquidmini E310 B, http://pdadb.net/index.php?m=specs&id=2725&view=1, 512, 600, 320x480, ARMv6, Yes,
Samsung GT-B7510 Galaxy Pro, http://pdadb.net/index.php?m=specs&id=2527&view=1, 512, 800, 320x240, ARMv6, Yes,
Motorola PRO XT610 A (Motorola Elway), http://pdadb.net/index.php?m=specs&id=2782&view=1, 512, 1000, 320x480, ARMv7, Yes,
HTC Incredible S, http://pdadb.net/index.php?m=specs&id=2785&view=1, 768, 1000, 480x800, ARMv7, Yes,
INQ Cloud Touch, http://pdadb.net/index.php?m=specs&id=2877&view=1, 512, 600, 320x480, ARMv6, Yes,
Viliv X7 HSPA 32GB, http://pdadb.net/index.php?m=specs&id=2715&view=1, 512, 1000, 1024x600, ARMv7,, Yes
HTC Desire S S510E (HTC Saga), http://pdadb.net/index.php?m=specs&id=2771&view=1, 768, 1024, 480x800, ARMv7, Yes,
Samsung GT-P1010 Galaxy Tab 7.0 Wi-Fi 16GB, http://pdadb.net/index.php?m=specs&id=2818&view=1, 512, 1000, 1024x600, ARMv7, Yes,
Samsung SCH-R930 Galaxy S Aviator (Samsung Stealth), http://pdadb.net/index.php?m=specs&id=3340&view=1, 512, 1000, 480x800, ARMv7,, Yes
Huawei Ideos X3 (Huawei U8510), http://pdadb.net/index.php?m=specs&id=2802&view=1, 256, 600, 320x480, ARMv6, Yes,
Olivetti OliPad 100, http://pdadb.net/index.php?m=specs&id=3075&view=1, 1024, 1000, 1024x600, ARMv7-A, Yes,
HTC Incredible S CDMA, http://pdadb.net/index.php?m=specs&id=3554&view=1, 768, 1000, 480x800, ARMv7, Yes,
NTT DoCoMo Optimus Pad L-06C, http://pdadb.net/index.php?m=specs&id=2882&view=1,, 1000, 1280x768, ARMv7-A, Yes,
Sony Ericsson Xperia PLAY R800 / R800i (SE Zeus), http://pdadb.net/index.php?m=specs&id=2776&view=1, 512, 1024, 480x854, ARMv7, Yes,
Geeksphone Zero, http://pdadb.net/index.php?m=specs&id=2820&view=1, 256, 600, 320x480, ARMv6, Yes,
Motorola XOOM WiFi MZ604 / MZ606, http://pdadb.net/index.php?m=specs&id=2788&view=1, 1024, 1000, 1280x800, ARMv7-A, Yes,
Sharp SH7218U, http://pdadb.net/index.php?m=specs&id=2837&view=1, 512, 600, 480x854 36x192, ARMv6, Yes,
Sharp SH7228U, http://pdadb.net/index.php?m=specs&id=2838&view=1, 512, 600, 480x854 240x456, ARMv6, Yes,
Samsung YP-GB70NW / YP-GB70NB Galaxy Player 70 32GB, http://pdadb.net/index.php?m=specs&id=3011&view=1, 512, 1000, 480x800, ARMv7,, Yes
Samsung YP-GB70EW / YP-GB70EB Galaxy Player 70 16GB, http://pdadb.net/index.php?m=specs&id=3012&view=1, 512, 1000, 480x800, ARMv7,, Yes
NTT DoCoMo Xperia arc SO-01C (SE Anzu), http://pdadb.net/index.php?m=specs&id=2809&view=1, 512, 1000, 480x854, ARMv7, Yes,
Yarvik TAB210, http://pdadb.net/index.php?m=specs&id=3501&view=1, 256, 600, 800x480, ARMv5,,
LG LW690 Optimus C, http://pdadb.net/index.php?m=specs&id=3280&view=1, 512, 600, 320x480, ARMv6, Yes,
Sony Ericsson Xperia Arc LT15 / LT15i (SE Anzu), http://pdadb.net/index.php?m=specs&id=2676&view=1, 512, 1000, 480x854, ARMv7, Yes,
LG C550 Optimus Chat, http://pdadb.net/index.php?m=specs&id=807&view=1, 512, 600, 240x320, ARMv6, Yes,
Verizon HTC ThunderBolt 4G ADR6400 (HTC Mecha), http://pdadb.net/index.php?m=specs&id=2657&view=1, 768, 1024, 480x800, ARMv7, Yes,
NEC Medias N-04C, http://pdadb.net/index.php?m=specs&id=2810&view=1, 512, 800, 480x854, ARMv7, Yes,
Alcatel One Touch OT-890, http://pdadb.net/index.php?m=specs&id=2996&view=1, 256, 416, 240x320, ARMv5TEJ,,
Gigabyte GSmart G1310 / G1310D, http://pdadb.net/index.php?m=specs&id=2194&view=1, 256, 528, 320x480, ARMv6,,
Samsung GT-i9023 Nexus S (Samsung Soju), http://pdadb.net/index.php?m=specs&id=3216&view=1, 512, 1000, 480x800, ARMv7,, Yes
Acer beTouch E210, http://pdadb.net/index.php?m=specs&id=2726&view=1, 256, 600, 320x240, ARMv6, Yes,
Dell Streak 7 Wi-Fi (Dell Opus One), http://pdadb.net/index.php?m=specs&id=2993&view=1, 512, 1000, 800x480, ARMv7-A, Yes,
Motorola XOOM MZ600, http://pdadb.net/index.php?m=specs&id=2718&view=1, 1024, 1000, 1280x800, ARMv7-A, Yes,
Huawei Ideos S7-105, http://pdadb.net/index.php?m=specs&id=2739&view=1, 512, 998, 480x800, ARMv7, Yes,
Motorola PRO XT610 (Motorola Elway), http://pdadb.net/index.php?m=specs&id=2781&view=1, 512, 1000, 320x480, ARMv7, Yes,
Spice Mi-310, http://pdadb.net/index.php?m=specs&id=2922&view=1, 256, 600, 320x480, ARMv6, Yes,
Samsung YP-GB1EW / YP-GB1EB Galaxy Player 16GB, http://pdadb.net/index.php?m=specs&id=3010&view=1, 512, 1000, 480x800, ARMv7,, Yes
Samsung YP-GB1CW / YP-GB1CB Galaxy Player 8GB, http://pdadb.net/index.php?m=specs&id=3783&view=1, 512, 1000, 480x800, ARMv7,, Yes
Acer beTouch E140 B, http://pdadb.net/index.php?m=specs&id=2704&view=1, 256, 600, 240x320, ARMv6, Yes,
Pantech IM-A690S SKY, http://pdadb.net/index.php?m=specs&id=2628&view=1, 512,, 480x800, , ,
Samsung SCH-W899, http://pdadb.net/index.php?m=specs&id=2694&view=1, 512, 1000, 480x800 480x800, ARMv7,, Yes
Samsung GT-i9003 Galaxy SL, http://pdadb.net/index.php?m=specs&id=2707&view=1, 512, 1000, 480x800, ARMv7, Yes,
